Reset,left_occupied,left_angle,left_offset,left_size,left_width,left_length,left_has_pillar,right_occupied,right_angle,right_offset,right_size,right_width,right_length,right_has_pillar,goal_lane_index,goal_position_x,goal_position_y,goal_heading,controlled_x,controlled_y,controlled_width,controlled_length,step,done
Reset 6966,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-4.129185026027796,0.0,2.0,5.0,21,True
Reset 6967,1,-0.06504000695411238,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-9.522841661267055,0.0,2.0,5.0,19,True
Reset 6968,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.566993272487841,0.0,2.0,5.0,24,True
Reset 6969,1,0.008460070914511508,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.582170180750528,0.0,2.0,5.0,21,True
Reset 6970,0,0.0,0.0,0,0.0,0.0,1,1,-0.14712430951845712,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.899348187166769,0.0,2.0,5.0,27,True
Reset 6971,1,0.018593612253503755,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-8.880846993026513,0.0,2.0,5.0,22,True
Reset 6972,1,0.1564865491456402,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-9.338623373394658,0.0,2.0,5.0,26,True
Reset 6973,1,-0.16632798649408365,0.0,0,2.0,5.0,0,1,-0.0817143952077295,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-6.4796741517809116,0.0,2.0,5.0,22,True
Reset 6974,0,0.0,0.0,0,0.0,0.0,1,1,-0.0894938755215553,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-9.270516286034962,0.0,2.0,5.0,22,True
Reset 6975,0,0.0,0.0,0,0.0,0.0,0,1,0.027125072259444938,0.0,0,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-4.443473292189058,0.0,2.0,5.0,21,True
Reset 6976,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.837539326719496,0.0,2.0,5.0,18,True
Reset 6977,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-3.446739394448672,0.0,2.0,5.0,21,True
Reset 6978,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-6.553642684393592,0.0,2.0,5.0,18,True
Reset 6979,0,0.0,0.0,0,0.0,0.0,1,1,0.12357035959672902,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-4.275519033915111,0.0,2.0,5.0,24,True
Reset 6980,0,0.0,0.0,0,0.0,0.0,1,1,0.03553673716083261,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-2.432938211638466,0.0,2.0,5.0,19,True
Reset 6981,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-7.745383991603421,0.0,2.0,5.0,14,True
Reset 6982,1,0.11743393350759068,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-7.96107760775309,0.0,2.0,5.0,25,True
Reset 6983,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-7.696556190269842,0.0,2.0,5.0,25,True
Reset 6984,1,0.14480430611119854,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-9.28767325662103,0.0,2.0,5.0,26,True
Reset 6985,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.345237793758022,0.0,2.0,5.0,17,True
Reset 6986,1,0.09271491083503314,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.225216054395883,0.0,2.0,5.0,19,True
Reset 6987,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-2.7280290630917934,0.0,2.0,5.0,19,True
Reset 6988,0,0.0,0.0,0,0.0,0.0,1,1,0.0840592821775239,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-8.690064737798707,0.0,2.0,5.0,22,True
Reset 6989,0,0.0,0.0,0,0.0,0.0,1,1,0.14797680372525512,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-8.270698584690999,0.0,2.0,5.0,26,True
Reset 6990,1,0.15376418313822682,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.617298754490795,0.0,2.0,5.0,17,True
Reset 6991,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-9.775674549122607,0.0,2.0,5.0,26,True
Reset 6992,1,0.08135370036354517,0.0,1,2.0,5.0,0,1,0.011108165245686585,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-5.757483647401144,0.0,2.0,5.0,22,True
Reset 6993,0,0.0,0.0,0,0.0,0.0,1,1,0.03378612575221651,0.0,2,2.0,5.5,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-8.694320426124813,0.0,2.0,5.0,22,True
Reset 6994,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.807036084523377,0.0,2.0,5.0,26,True
Reset 6995,1,0.02066511745216948,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-7.534989486207522,0.0,2.0,5.0,22,True
Reset 6996,1,0.04479319861155595,0.0,1,2.0,5.0,0,1,-0.04736754111426933,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-9.574694414831509,0.0,2.0,5.0,23,True
Reset 6997,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-2.0008606860454785,0.0,2.0,5.0,15,True
Reset 6998,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.039129333615105,0.0,2.0,5.0,26,True
Reset 6999,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-3.191122650394422,0.0,2.0,5.0,16,True
Reset 7000,0,0.0,0.0,0,0.0,0.0,0,1,0.14770467045683366,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-5.564851247776666,0.0,2.0,5.0,22,True
Reset 7001,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.110883533041212,0.0,2.0,5.0,27,True
Reset 7002,0,0.0,0.0,0,0.0,0.0,1,1,-0.03511785125576439,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-6.644309449855536,0.0,2.0,5.0,25,True
Reset 7003,1,-0.01431858424014365,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.518430721940249,0.0,2.0,5.0,18,True
Reset 7004,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-4.866847054243766,0.0,2.0,5.0,17,True
Reset 7005,0,0.0,0.0,0,0.0,0.0,1,1,-0.08569512541304092,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-5.015684430546396,0.0,2.0,5.0,13,True
Reset 7006,1,0.06262870250031582,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-7.94044102991243,0.0,2.0,5.0,18,True
Reset 7007,1,-0.02055308893357921,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.63889014602711,0.0,2.0,5.0,19,True
Reset 7008,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-3.0163814395015836,0.0,2.0,5.0,23,True
Reset 7009,1,0.041826464348073245,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-7.047932681288376,0.0,2.0,5.0,22,True
Reset 7010,0,0.0,0.0,0,0.0,0.0,1,1,0.07565334047245242,0.0,0,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-8.615160263050438,0.0,2.0,5.0,15,True
Reset 7011,1,-0.016252820229853082,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.049416031819637,0.0,2.0,5.0,21,True
Reset 7012,1,-0.012173581720548166,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.316941946119619,0.0,2.0,5.0,24,True
Reset 7013,1,-0.03950774796331902,0.0,0,2.0,5.0,0,1,-0.06531722448965627,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.663415999574323,0.0,2.0,5.0,19,True
Reset 7014,0,0.0,0.0,0,0.0,0.0,1,1,0.12207459428432377,0.0,2,2.0,5.5,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-6.3222276184628585,0.0,2.0,5.0,14,True
Reset 7015,1,-0.07434775108829839,0.0,1,2.0,5.0,0,1,-0.07487342420177612,0.0,2,2.0,5.5,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.923520775107475,0.0,2.0,5.0,23,True
Reset 7016,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.725855305716701,0.0,2.0,5.0,26,True
Reset 7017,1,-0.02781094816322205,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-9.645704796719937,0.0,2.0,5.0,19,True
Reset 7018,1,-0.07375159159000955,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-5.963618300647826,0.0,2.0,5.0,20,True
Reset 7019,1,0.019756041632712718,0.0,1,2.0,5.0,0,1,0.10989878688317978,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.687103343882463,0.0,2.0,5.0,23,True
Reset 7020,0,0.0,0.0,0,0.0,0.0,0,1,0.12152681356170536,0.0,2,2.0,5.5,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-3.531954203459928,0.0,2.0,5.0,21,True
Reset 7021,1,0.010041771502585783,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-4.00662821842146,0.0,2.0,5.0,23,True
Reset 7022,1,0.06870756495434649,0.0,0,2.0,5.0,0,1,-0.1231558930802894,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.757786901164001,0.0,2.0,5.0,23,True
Reset 7023,0,0.0,0.0,0,0.0,0.0,1,1,0.08999213509667126,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-6.428539179449731,0.0,2.0,5.0,14,True
Reset 7024,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.655218637209867,0.0,2.0,5.0,19,True
Reset 7025,0,0.0,0.0,0,0.0,0.0,1,1,0.010980786399046982,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-8.462547343229993,0.0,2.0,5.0,26,True
Reset 7026,1,0.034192299804931325,0.0,0,2.0,5.0,0,1,0.02328175828245227,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.787626575278198,0.0,2.0,5.0,16,True
Reset 7027,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-2.4206385116602114,0.0,2.0,5.0,12,True
Reset 7028,0,0.0,0.0,0,0.0,0.0,1,1,0.022258691200149228,0.0,0,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-4.839612856691501,0.0,2.0,5.0,13,True
Reset 7029,0,0.0,0.0,0,0.0,0.0,1,1,0.07955045001547889,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.146763420408433,0.0,2.0,5.0,27,True
Reset 7030,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-8.688486171891565,0.0,2.0,5.0,26,True
Reset 7031,1,0.07886933955462694,0.0,1,2.0,5.0,0,1,0.12230166543758547,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.29823188723596,0.0,2.0,5.0,19,True
Reset 7032,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-8.259935132420086,0.0,2.0,5.0,19,True
Reset 7033,0,0.0,0.0,0,0.0,0.0,1,1,-0.1516216217809303,0.0,0,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-4.605737164966575,0.0,2.0,5.0,13,True
Reset 7034,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-2.7677834902312553,0.0,2.0,5.0,12,True
Reset 7035,1,-0.12960565856138606,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-2.891332829247716,0.0,2.0,5.0,17,True
Reset 7036,1,-0.022429447005611447,0.0,1,2.0,5.0,0,1,0.031371159337295174,0.0,0,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.692336379890643,0.0,2.0,5.0,17,True
Reset 7037,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.861866478745194,0.0,2.0,5.0,15,True
Reset 7038,1,-0.08856992935902919,0.0,2,2.0,5.5,0,1,0.09950724371771269,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-5.2258924124761945,0.0,2.0,5.0,17,True
Reset 7039,0,0.0,0.0,0,0.0,0.0,1,1,-0.06080017248824565,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.3074711831848473,0.0,2.0,5.0,24,True
Reset 7040,1,0.01281675414511918,0.0,1,2.0,5.0,0,1,-0.15146412412818822,0.0,0,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-2.209038408036034,0.0,2.0,5.0,16,True
Reset 7041,1,-0.08985338242547325,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-6.0539604697317095,0.0,2.0,5.0,16,True
Reset 7042,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-7.30748587986132,0.0,2.0,5.0,23,True
Reset 7043,1,-0.04064694172842698,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-8.644711039548945,0.0,2.0,5.0,21,True
Reset 7044,0,0.0,0.0,0,0.0,0.0,0,1,-0.053904861728400144,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.02313373923677,0.0,2.0,5.0,18,True
Reset 7045,0,0.0,0.0,0,0.0,0.0,1,1,0.08991057981052242,0.0,0,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-2.7210263597538287,0.0,2.0,5.0,19,True
Reset 7046,1,0.03746645612022892,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-4.135446135526021,0.0,2.0,5.0,17,True
Reset 7047,0,0.0,0.0,0,0.0,0.0,0,1,-0.09385724461674116,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-2.4314045586364275,0.0,2.0,5.0,21,True
Reset 7048,0,0.0,0.0,0,0.0,0.0,1,1,-0.00799815091726086,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-5.241982339071374,0.0,2.0,5.0,25,True
Reset 7049,1,0.0260439327977966,0.0,0,2.0,5.0,0,1,-0.17041642666014023,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-2.8006603932086502,0.0,2.0,5.0,21,True
Reset 7050,1,0.16977310206938934,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.701572057946278,0.0,2.0,5.0,17,True
Reset 7051,1,-0.14166259314843055,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-9.762169805254214,0.0,2.0,5.0,19,True
Reset 7052,1,-0.13930995723761153,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.732064672153824,0.0,2.0,5.0,19,True
Reset 7053,1,-0.0674727210026802,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.519990688702885,0.0,2.0,5.0,15,True
Reset 7054,0,0.0,0.0,0,0.0,0.0,1,1,-0.10859023017642144,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-7.850471742424178,0.0,2.0,5.0,21,True
Reset 7055,1,0.16413295885555224,0.0,1,2.0,5.0,1,1,0.09923372581390133,0.0,0,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-6.419794897909156,0.0,2.0,5.0,20,True
Reset 7056,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-5.852320680361347,0.0,2.0,5.0,20,True
Reset 7057,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.072544056222483,0.0,2.0,5.0,26,True
Reset 7058,1,0.12229223182259386,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-3.5746548706367287,0.0,2.0,5.0,15,True
Reset 7059,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.594038005970152,0.0,2.0,5.0,19,True
Reset 7060,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-3.931450288208211,0.0,2.0,5.0,19,True
Reset 7061,0,0.0,0.0,0,0.0,0.0,0,1,-0.06531187939942718,0.0,2,2.0,5.5,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-6.2199732099138165,0.0,2.0,5.0,16,True
Reset 7062,0,0.0,0.0,0,0.0,0.0,0,1,0.12012303656264645,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-9.946613793603966,0.0,2.0,5.0,24,True
Reset 7063,1,-0.12728832966783177,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-3.9503434645148214,0.0,2.0,5.0,19,True
Reset 7064,1,-0.06161006335281338,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-2.900156108578165,0.0,2.0,5.0,14,True
Reset 7065,0,0.0,0.0,0,0.0,0.0,1,1,0.12283510787758045,0.0,2,2.0,5.5,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-9.621023358958622,0.0,2.0,5.0,22,True
Reset 7066,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-6.886503838433414,0.0,2.0,5.0,18,True
Reset 7067,0,0.0,0.0,0,0.0,0.0,1,1,-0.03339132129570754,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.807480506384421,0.0,2.0,5.0,26,True
Reset 7068,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-8.352009130204996,0.0,2.0,5.0,21,True
Reset 7069,1,0.09185341025555172,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-3.9736027234443823,0.0,2.0,5.0,23,True
Reset 7070,1,-0.03413865227840951,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-9.737856016226106,0.0,2.0,5.0,19,True
Reset 7071,1,0.09909961405897483,0.0,1,2.0,5.0,0,1,-0.0012785220070623549,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.16684520270197,0.0,2.0,5.0,21,True
Reset 7072,0,0.0,0.0,0,0.0,0.0,1,1,0.15368620020802637,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-3.1721004640044974,0.0,2.0,5.0,12,True
Reset 7073,1,-0.15632964851698095,0.0,1,2.0,5.0,1,1,-0.12166191506697976,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-8.052675637925574,0.0,2.0,5.0,21,True
Reset 7074,0,0.0,0.0,0,0.0,0.0,1,1,0.1198183263321102,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.506861217315449,0.0,2.0,5.0,24,True
Reset 7075,1,-0.056918285592404416,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-7.2679295722881445,0.0,2.0,5.0,16,True
Reset 7076,1,0.06696819745940674,0.0,0,2.0,5.0,0,1,-0.13793885664148187,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-2.4452722229516635,0.0,2.0,5.0,14,True
Reset 7077,0,0.0,0.0,0,0.0,0.0,1,1,-0.01109476043032287,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-2.5246198107024735,0.0,2.0,5.0,19,True
Reset 7078,1,0.172359757773364,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.861575640891328,0.0,2.0,5.0,25,True
Reset 7079,1,-0.058660006798457065,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-5.163204342497943,0.0,2.0,5.0,17,True
Reset 7080,1,0.034532787500259676,0.0,2,2.0,5.5,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-5.2923637408812105,0.0,2.0,5.0,20,True
Reset 7081,0,0.0,0.0,0,0.0,0.0,1,1,0.15477492652820435,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-6.02610434576941,0.0,2.0,5.0,25,True
Reset 7082,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.062449411129068,0.0,2.0,5.0,17,True
Reset 7083,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-6.740172104872752,0.0,2.0,5.0,23,True
Reset 7084,0,0.0,0.0,0,0.0,0.0,1,1,0.1161732110161171,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-8.529980917175074,0.0,2.0,5.0,15,True
Reset 7085,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-8.019630986408158,0.0,2.0,5.0,14,True
Reset 7086,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.433397915249058,0.0,2.0,5.0,21,True
Reset 7087,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-6.2510933962633874,0.0,2.0,5.0,18,True
Reset 7088,1,-0.0825309239760883,0.0,0,2.0,5.0,0,1,-0.07844674548046848,0.0,0,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-2.792426419328047,0.0,2.0,5.0,21,True
Reset 7089,0,0.0,0.0,0,0.0,0.0,0,1,0.0675582966877748,0.0,0,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.360556964301697,0.0,2.0,5.0,19,True
